,Amount,Boxes Shipped,Discount,Cost,Profit,Cluster
621,6169.51,56,0,3523.43,2646.08,0
622,1371.94,122,20,1026.4,345.54,3
623,9141.89,194,0,5197.94,3943.95,1
624,4063.85,191,0,2141.87,1921.98,2
625,4911.62,89,0,3620.09,1291.53,0
626,9647.72,149,0,7747.57,1900.15,7
627,8985.72,166,0,4589.66,4396.06,1
628,4138.34,177,0,3129.61,1008.73,2
629,3457.22,64,0,2867.19,590.03,5
630,9589.01,144,15,5643.97,3945.04,1
631,7130.95,154,20,4764.51,2366.44,6
632,7401.47,183,0,4165.18,3236.29,1
633,2559.54,157,0,1460.02,1099.52,9
634,7938.15,97,15,6082.45,1855.7,8
635,9669.71,153,15,6976.9,2692.81,7
636,4607.26,158,5,2820.52,1786.74,2
637,675.84,24,0,468.35,207.49,5
638,1462.93,110,0,928.03,534.9,9
639,5064.17,126,25,3668.66,1395.51,6
640,3244.27,186,0,2691.16,553.11,9
641,4658.41,56,15,3299.32,1359.09,0
642,4183.42,85,0,2354.59,1828.83,0
643,4698.09,128,5,3419.2,1278.89,2
644,8744.72,102,25,5470.52,3274.2,8
645,9141.15,34,25,5269.63,3871.52,8
646,5379.31,8,0,4356.28,1023.03,0
647,8057.4,197,0,5538.08,2519.32,7
648,6834.32,174,0,5757.65,1076.67,7
649,3030.51,117,0,2057.64,972.87,9
650,2577.8,79,10,2021.39,556.41,5
651,1765.56,72,0,1269.07,496.49,5
652,9684.7,62,0,6351.95,3332.75,4
653,4479.14,99,0,2757.26,1721.88,0
654,5499.14,104,0,3027.03,2472.11,0
655,4648.17,160,10,3376.9,1271.27,2
656,7792.08,87,0,4440.07,3352.01,1
657,5473.38,159,15,3097.77,2375.61,6
658,4908.44,149,0,3772.08,1136.36,2
659,8047.68,73,5,4090.02,3957.66,1
660,9614.79,8,5,6051.36,3563.43,4
661,9229.76,107,15,7375.92,1853.84,8
662,6293.32,162,0,4450.22,1843.1,2
663,8298.76,122,15,5471.56,2827.2,8
664,2417.35,160,0,1371.06,1046.29,9
665,3438.14,154,15,2891.45,546.69,3
666,9213.56,117,0,5819.57,3393.99,1
667,5432.99,48,10,3435.86,1997.13,0
668,8587.22,80,20,4667.72,3919.5,8
669,2851.21,19,0,1798.52,1052.69,5
670,6774.31,151,15,4330.55,2443.76,6
671,1125.77,189,15,913.31,212.46,9
672,6698.84,200,0,3805.4,2893.44,1
673,3091.81,44,0,1770.5,1321.31,5
674,8633.53,188,0,5759.68,2873.85,1
675,1238.45,39,0,860.76,377.69,5
676,477.32,45,0,311.66,165.66,5
677,3503.15,104,25,2071.54,1431.61,3
678,4969.6,104,20,3313.57,1656.03,6
679,2178.33,154,20,1246.23,932.1,3
680,3010.63,131,0,1807.06,1203.57,9
681,8151.0,124,0,6070.36,2080.64,7
682,8236.22,155,0,5844.51,2391.71,7
683,455.2,58,0,376.97,78.23,5
684,344.75,164,20,271.11,73.64,3
685,7001.0,16,25,4141.49,2859.51,8
686,7299.86,62,15,5251.57,2048.29,8
687,1206.89,154,0,940.04,266.85,9
688,3249.69,109,0,2486.9,762.79,9
689,217.75,196,15,151.29,66.46,9
690,1897.87,191,15,1204.92,692.95,9
691,6969.01,129,5,5619.75,1349.26,7
692,2886.38,62,0,1678.19,1208.19,5
693,7711.08,128,0,3868.57,3842.51,1
694,5777.52,75,0,3833.94,1943.58,0
695,1352.34,129,0,706.92,645.42,9
696,4366.71,128,15,2477.21,1889.5,6
697,5832.22,77,0,3544.16,2288.06,0
698,7382.47,192,0,3742.28,3640.19,1
699,7289.6,38,0,4273.97,3015.63,4
700,3080.92,84,0,2279.49,801.43,5
701,431.89,3,0,254.32,177.57,5
702,8296.54,128,20,4333.43,3963.11,8
703,9410.57,50,0,6939.9,2470.67,4
704,2408.62,50,20,1293.68,1114.94,3
705,3884.29,96,0,3088.25,796.04,0
706,8104.88,25,0,5085.22,3019.66,4
707,8232.22,1,0,6174.97,2057.25,4
708,4670.11,110,0,3062.15,1607.96,2
709,9993.23,42,10,6393.1,3600.13,4
710,7893.57,51,5,5436.71,2456.86,4
711,4598.75,49,0,2425.05,2173.7,0
712,7924.53,72,0,4684.37,3240.16,4
713,3633.43,123,0,1958.17,1675.26,2
714,4189.99,143,0,2876.85,1313.14,2
715,5129.7,44,25,2736.46,2393.24,8
716,1591.57,183,0,957.54,634.03,9
717,179.71,6,0,134.57,45.14,5
718,8657.71,135,0,6982.52,1675.19,7
719,7673.23,89,0,4092.21,3581.02,1
720,7489.96,13,0,4843.57,2646.39,4
721,2920.54,132,0,1780.53,1140.01,9
722,7299.73,1,0,5112.2,2187.53,4
723,160.42,53,10,95.16,65.26,5
724,1574.49,147,0,1315.67,258.82,9
725,2614.25,64,0,1808.39,805.86,5
726,4721.15,156,0,3479.38,1241.77,2
727,8010.4,48,0,4845.44,3164.96,4
728,8673.32,123,5,6358.6,2314.72,7
729,8674.27,138,10,7286.29,1387.98,7
730,1235.91,161,15,843.71,392.2,3
731,7729.38,100,5,5157.54,2571.84,7
732,7992.7,170,0,6582.28,1410.42,7
733,8382.76,147,0,5063.83,3318.93,1
734,3449.02,151,0,2158.34,1290.68,2
735,1356.42,158,0,849.58,506.84,9
736,6488.51,168,0,5226.83,1261.68,7
737,6303.49,53,0,4814.12,1489.37,0
738,7819.36,8,0,5952.11,1867.25,4
739,5098.74,106,20,3364.64,1734.1,6
740,6927.43,138,20,3696.44,3230.99,6
741,9927.38,117,0,7446.11,2481.27,7
742,8769.58,69,25,4638.55,4131.03,8
743,3430.13,122,0,2332.12,1098.01,2
744,7682.82,83,10,5436.63,2246.19,8
745,8344.21,2,0,5774.35,2569.86,4
746,7640.79,18,15,4461.9,3178.89,8
747,3196.88,45,10,2643.81,553.07,5
748,3834.59,8,25,2827.54,1007.05,3
749,2362.17,105,0,1641.43,720.74,9
750,5331.48,108,25,3632.62,1698.86,6
751,425.43,142,20,247.06,178.37,3
752,1527.15,121,0,1168.36,358.79,9
753,322.43,93,15,182.42,140.01,3
754,681.27,21,5,540.42,140.85,5
755,5623.81,51,20,3286.7,2337.11,8
756,1815.69,38,0,1063.34,752.35,5
757,1278.91,157,0,830.18,448.73,9
758,7425.73,168,0,4090.01,3335.72,1
759,7971.88,139,20,6760.08,1211.8,6
760,6435.26,46,0,3618.05,2817.21,4
761,6967.78,41,0,3816.25,3151.53,4
762,197.16,63,0,159.35,37.81,5
763,6574.52,52,0,3813.3,2761.22,4
764,686.6,45,25,457.68,228.92,3
765,7247.68,31,0,5782.02,1465.66,4
766,7447.28,169,15,4549.52,2897.76,6
767,3303.64,66,0,2201.25,1102.39,0
768,2180.27,43,0,1326.67,853.6,5
769,5003.91,159,0,4197.19,806.72,2
770,9072.58,25,0,6122.99,2949.59,4
771,1933.41,142,0,982.15,951.26,9
772,8031.69,18,0,4430.56,3601.13,4
773,2942.4,41,0,2371.02,571.38,5
774,1272.51,178,20,795.68,476.83,3
775,5553.44,160,20,4479.88,1073.56,6
776,3782.46,187,0,2376.58,1405.88,2
777,5378.34,61,10,4352.58,1025.76,0
778,9605.35,122,0,5492.69,4112.66,1
779,2645.33,140,0,1872.3,773.03,9
780,6975.13,14,0,5521.52,1453.61,4
781,614.89,146,0,504.46,110.43,9
782,3666.41,158,10,2951.04,715.37,2
783,3924.31,54,0,2775.69,1148.62,0
784,7203.64,41,0,3874.52,3329.12,4
785,1808.64,34,20,1397.03,411.61,3
786,4844.98,102,10,3500.13,1344.85,0
787,6062.03,64,20,3304.66,2757.37,8
788,5601.23,142,20,4612.3,988.93,6
789,2140.94,60,15,1713.05,427.89,3
790,7726.94,64,25,5590.27,2136.67,8
791,8978.06,2,0,5591.37,3386.69,4
792,7080.13,89,15,4213.08,2867.05,8
793,4023.44,87,0,2287.08,1736.36,0
794,5654.06,160,0,3536.1,2117.96,2
795,2743.03,153,10,2276.78,466.25,9
796,7314.98,10,10,3886.27,3428.71,4
797,7736.63,160,10,5081.22,2655.41,1
798,5951.92,147,0,5048.11,903.81,2
799,2825.99,145,10,2206.24,619.75,9
800,8828.32,50,5,4430.06,4398.26,4
801,4594.08,167,0,3247.46,1346.62,2
802,1922.09,92,5,1375.69,546.4,5
803,5786.26,9,20,4121.6,1664.66,8
804,2293.41,56,25,1821.01,472.4,3
805,6368.35,84,0,5107.81,1260.54,0
806,6203.83,81,25,4147.86,2055.97,6
807,4666.0,171,10,2991.35,1674.65,2
808,458.35,120,5,265.71,192.64,9
809,4649.61,85,0,3176.59,1473.02,0
810,4285.91,134,15,3240.8,1045.11,6
811,121.86,1,15,68.69,53.17,5
812,2295.74,8,15,1326.27,969.47,3
813,8075.05,18,0,5175.25,2899.8,4
814,7716.95,119,0,5455.0,2261.95,7
815,3429.61,199,0,2649.7,779.91,2
816,3039.28,121,0,2349.31,689.97,9
817,1313.59,133,0,841.16,472.43,9
818,7683.75,72,5,4867.83,2815.92,4
819,4479.48,119,0,2440.7,2038.78,2
820,5906.07,142,5,4119.99,1786.08,2
821,5977.86,9,0,4120.73,1857.13,0
822,5733.68,140,15,3851.63,1882.05,6
823,5485.13,152,20,2794.5,2690.63,6
824,7270.64,119,5,4205.24,3065.4,1
825,7753.68,65,5,6032.8,1720.88,4
826,7566.22,41,0,4290.57,3275.65,4
827,4082.0,26,25,2776.88,1305.12,3
828,2969.83,167,20,1948.4,1021.43,3
829,6259.83,32,20,4435.57,1824.26,8
830,609.51,89,20,474.66,134.85,3
831,6452.14,199,0,4871.19,1580.95,2
832,7325.8,129,0,5563.58,1762.22,7
833,6669.36,72,5,4462.56,2206.8,0
834,2712.91,129,10,1997.01,715.9,9
835,7373.25,105,0,4992.61,2380.64,7
836,4693.26,18,0,2603.46,2089.8,0
837,4066.82,25,0,3114.88,951.94,0
838,5645.54,182,0,3706.98,1938.56,2
839,5631.13,198,0,2821.42,2809.71,2
840,7669.96,30,0,4921.21,2748.75,4
841,727.35,3,0,461.01,266.34,5
842,3109.08,33,0,2317.19,791.89,5
843,6131.05,115,15,4087.37,2043.68,6
844,5563.04,197,20,4509.67,1053.37,6
845,886.51,130,0,517.71,368.8,9
846,4064.65,73,15,3302.3,762.35,3
847,7242.73,38,0,4852.92,2389.81,4
848,677.3,186,15,479.44,197.86,9
849,4367.83,61,0,2240.22,2127.61,0
850,6077.81,46,0,3804.86,2272.95,0
851,2019.39,136,25,1172.64,846.75,3
852,3356.25,32,5,2591.14,765.11,5
853,7718.58,24,0,5582.29,2136.29,4
854,8177.81,159,20,4491.62,3686.19,8
855,2593.04,183,0,1999.03,594.01,9
856,6878.31,63,0,4448.72,2429.59,4
857,7662.45,10,0,5797.05,1865.4,4
858,3209.09,51,10,1763.24,1445.85,0
859,6935.71,153,0,5534.29,1401.42,7
860,1626.9,145,0,1286.47,340.43,9
861,5848.57,88,10,4902.11,946.46,0
862,1919.53,190,0,1589.94,329.59,9
863,2981.17,186,0,1657.76,1323.41,9
864,5700.12,161,0,3845.83,1854.29,2
865,693.6,173,20,356.33,337.27,3
866,9321.72,157,5,7666.0,1655.72,7
867,9204.89,100,10,4937.11,4267.78,1
868,7037.61,166,0,4259.94,2777.67,1
869,9107.8,147,5,7002.42,2105.38,7
870,4120.05,100,10,2657.82,1462.23,0
871,3692.22,67,0,2776.14,916.08,0
872,1546.4,132,0,793.04,753.36,9
873,671.42,163,0,394.58,276.84,9
874,450.91,6,0,325.67,125.24,5
875,1645.63,6,0,866.99,778.64,5
876,3514.86,175,15,2810.21,704.65,6
877,1884.21,46,10,1240.24,643.97,5
878,8661.89,70,0,6951.28,1710.61,7
879,8979.62,159,5,5847.39,3132.23,1
880,9418.86,38,5,5208.31,4210.55,4
881,4504.89,23,0,2772.43,1732.46,0
882,1081.68,35,15,721.15,360.53,3
883,2365.0,197,0,1716.47,648.53,9
884,5619.62,152,15,3272.1,2347.52,6
885,3562.98,165,10,2063.92,1499.06,2
886,8475.08,36,5,4723.29,3751.79,4
887,4047.81,154,15,2387.23,1660.58,6
888,4221.88,90,5,3463.62,758.26,0
889,8496.19,179,0,5084.34,3411.85,1
890,2189.77,28,0,1495.46,694.31,5
891,1294.77,162,25,1067.23,227.54,3
892,4641.0,85,0,3102.94,1538.06,0
893,6888.13,2,5,4914.82,1973.31,4
894,2427.16,166,0,1465.6,961.56,9
895,8758.2,190,0,6215.67,2542.53,7
896,2720.05,54,0,1917.49,802.56,5
897,6043.5,114,25,3451.27,2592.23,6
898,3988.75,22,15,3326.66,662.09,0
899,4218.98,3,0,2491.11,1727.87,0
900,6161.83,129,0,3655.23,2506.6,2
901,8713.82,32,0,5028.92,3684.9,4
902,200.38,168,25,150.75,49.63,3
903,8703.13,44,0,6547.93,2155.2,4
904,7339.87,110,0,6128.63,1211.24,7
905,7041.68,52,10,4593.1,2448.58,4
906,4283.03,183,0,2910.85,1372.18,2
907,7824.33,79,0,4667.42,3156.91,4
908,3328.05,81,0,2086.6,1241.45,0
909,1901.55,199,0,997.55,904.0,9
910,1430.15,122,10,869.7,560.45,9
911,8972.73,194,25,6341.71,2631.02,6
912,3678.51,92,0,2977.65,700.86,0
913,1244.26,12,25,938.74,305.52,3
914,856.56,16,0,504.63,351.93,5
915,1498.8,136,5,838.73,660.07,9
916,8150.92,25,10,5930.91,2220.01,4
917,8098.35,54,10,6441.34,1657.01,4
918,7171.51,170,0,4109.46,3062.05,1
919,4394.56,196,25,2875.55,1519.01,6
920,7755.33,137,5,6066.51,1688.82,7
921,3588.95,189,0,1881.54,1707.41,2
922,3700.05,44,0,1985.96,1714.09,0
923,3203.05,153,0,2080.88,1122.17,2
924,8893.41,21,0,4563.97,4329.44,4
925,3840.38,38,0,3115.86,724.52,0
926,2641.85,184,15,2209.36,432.49,3
927,3144.15,129,20,2298.68,845.47,3
928,8395.99,194,5,5375.99,3020.0,1
929,3952.16,193,15,2462.58,1489.58,6
930,9390.31,88,0,6910.39,2479.92,7
931,6417.34,123,0,5363.47,1053.87,7
932,2323.75,200,15,1752.81,570.94,9
933,3851.28,143,0,2213.82,1637.46,2
934,2851.54,149,0,1526.87,1324.67,9
935,8649.12,136,10,5862.71,2786.41,1
936,1660.6,186,25,1041.43,619.17,3
937,9055.89,116,0,5484.12,3571.77,1
938,4580.76,148,10,2356.63,2224.13,2
939,4295.21,159,0,2592.27,1702.94,2
940,6612.06,11,0,5553.63,1058.43,0
941,8354.05,190,0,6488.46,1865.59,7
942,8865.64,99,15,6123.85,2741.79,8
943,4367.95,161,0,2489.39,1878.56,2
944,1211.47,69,0,974.33,237.14,5
945,8125.83,14,25,5678.66,2447.17,8
946,501.86,102,20,423.03,78.83,3
947,3242.32,72,20,2383.06,859.26,3
948,5287.95,122,0,3397.24,1890.71,2
949,6416.78,88,0,3667.84,2748.94,0
950,957.67,161,5,490.33,467.34,9
951,5564.7,63,0,3792.73,1771.97,0
952,508.99,100,0,319.05,189.94,9
953,257.2,26,0,146.89,110.31,5
954,8974.56,41,10,5613.64,3360.92,4
955,6103.87,126,0,3661.46,2442.41,2
956,865.38,94,0,686.58,178.8,5
957,7031.16,58,25,5426.74,1604.42,8
958,9201.42,8,0,7161.36,2040.06,4
959,872.9,164,0,695.87,177.03,9
960,5692.19,20,0,4127.3,1564.89,0
961,1446.43,103,5,740.19,706.24,9
962,719.99,185,0,487.98,232.01,9
963,9052.92,128,0,5538.28,3514.64,1
964,9402.98,190,5,4716.6,4686.38,1
965,8269.0,114,15,5082.83,3186.17,8
966,9602.69,57,0,6724.48,2878.21,4
967,1197.41,122,0,924.15,273.26,9
968,6952.52,192,5,3726.4,3226.12,1
969,8320.17,74,0,5458.76,2861.41,4
970,7092.42,44,25,5847.01,1245.41,8
971,7636.39,42,0,6015.43,1620.96,4
972,7364.41,3,0,3831.72,3532.69,4
973,1893.35,45,0,1498.27,395.08,5
974,9491.62,75,20,6154.02,3337.6,8
975,2039.11,150,15,1080.2,958.91,3
976,7396.79,19,20,4708.97,2687.82,8
977,1352.34,4,5,1008.93,343.41,5
978,7275.81,64,0,3791.27,3484.54,4
979,9314.23,123,0,6193.35,3120.88,1
980,9584.04,48,0,7471.03,2113.01,4
981,4967.65,102,0,3369.43,1598.22,0
982,557.01,123,15,417.97,139.04,3
983,8039.18,106,0,4692.87,3346.31,1
984,445.11,195,25,353.96,91.15,3
985,8336.21,28,0,4759.57,3576.64,4
986,6455.49,68,0,3280.06,3175.43,4
987,3750.52,79,0,2888.43,862.09,0
988,2093.44,177,5,1193.58,899.86,9
989,1041.16,93,5,615.71,425.45,5
990,9377.13,101,0,7157.45,2219.68,7
991,2826.45,24,15,1667.91,1158.54,3
992,8109.74,86,15,4620.26,3489.48,8
993,6710.86,92,15,4636.78,2074.08,8
994,5233.74,9,10,3783.26,1450.48,0
995,193.5,17,25,154.6,38.9,3
996,7911.51,179,0,4560.72,3350.79,1
997,7645.42,49,0,4612.59,3032.83,4
998,3207.52,68,0,1669.77,1537.75,0
999,4060.11,39,0,2158.83,1901.28,0
1000,3610.03,89,0,2932.81,677.22,0
1001,1874.6,147,0,1258.32,616.28,9
1002,1317.72,84,25,1006.82,310.9,3
1003,4332.78,154,20,2560.89,1771.89,6
1004,8801.98,9,5,6541.45,2260.53,4
1005,1393.84,168,0,1140.17,253.67,9
1006,6589.38,100,0,4502.68,2086.7,0
1007,5847.68,57,25,4063.01,1784.67,8
1008,7330.97,22,5,3738.7,3592.27,4
1009,255.57,6,0,196.57,59.0,5
1010,1314.3,100,0,813.69,500.61,9
1011,9384.18,138,0,4918.24,4465.94,1
1012,4200.81,50,0,2497.37,1703.44,0
1013,3972.16,110,0,3367.94,604.22,2
1014,8742.45,11,10,4383.25,4359.2,4
1015,7386.48,132,0,4344.49,3041.99,1
1016,5674.09,164,0,4517.47,1156.62,2
1017,4505.36,84,0,2267.49,2237.87,0
1018,4812.33,160,20,3885.6,926.73,6
1019,6801.37,25,0,4540.09,2261.28,4
1020,4028.95,174,25,3328.11,700.84,6
1021,1210.07,149,15,884.29,325.78,3
1022,8452.33,46,0,5760.98,2691.35,4
1023,3760.55,97,0,3125.01,635.54,0
1024,2685.79,57,10,1889.63,796.16,5
1025,9494.17,82,0,7403.87,2090.3,7
1026,9482.53,14,15,8056.95,1425.58,8
1027,8244.83,162,0,6820.06,1424.77,7
1028,8079.4,168,0,6748.18,1331.22,7
1029,7030.56,126,5,5125.16,1905.4,7
1030,7730.36,46,25,6296.98,1433.38,8
1031,3185.31,158,25,1917.37,1267.94,3
1032,853.36,117,0,699.18,154.18,9
1033,3707.99,1,10,2362.35,1345.64,0
1034,5884.1,132,0,3056.82,2827.28,2
1035,1783.23,83,0,1391.92,391.31,5
1036,6271.04,48,0,4945.62,1325.42,0
1037,2114.93,184,0,1302.1,812.83,9
1038,6924.26,84,0,5745.57,1178.69,7
1039,322.34,165,0,202.38,119.96,9
1040,7053.76,129,0,5259.57,1794.19,7
1041,2384.34,13,25,1746.55,637.79,3
1042,7052.25,87,0,3652.1,3400.15,1
1043,7320.88,156,0,3932.61,3388.27,1
1044,1670.81,157,5,858.56,812.25,9
1045,5455.93,140,15,4091.42,1364.51,6
1046,9170.29,69,15,6699.57,2470.72,8
1047,7219.63,172,20,3957.87,3261.76,6
1048,358.26,188,0,211.42,146.84,9
1049,2740.96,14,10,1610.14,1130.82,5
1050,8882.52,191,0,7032.74,1849.78,7
1051,5070.96,174,0,3099.57,1971.39,2
1052,1020.95,168,0,723.02,297.93,9
1053,4984.0,111,0,3289.37,1694.63,2
1054,2071.65,11,0,1486.92,584.73,5
1055,4511.75,141,5,2368.64,2143.11,2
1056,560.56,128,0,425.6,134.96,9
1057,1402.73,142,0,723.04,679.69,9
1058,2638.07,143,0,1613.2,1024.87,9
1059,315.58,168,0,208.99,106.59,9
1060,9863.77,66,0,7089.99,2773.78,4
1061,4710.25,8,0,3335.17,1375.08,0
1062,715.39,188,15,565.23,150.16,9
1063,1505.12,172,15,970.99,534.13,3
1064,2949.15,30,0,2081.49,867.66,5
1065,756.74,129,10,526.8,229.94,9
1066,7961.91,128,5,4475.25,3486.66,1
1067,4498.33,63,0,3188.35,1309.98,0
1068,9817.79,171,0,7397.49,2420.3,7
1069,9020.13,99,15,7275.57,1744.56,8
1070,4543.59,103,0,2784.05,1759.54,2
1071,5203.19,121,15,3995.52,1207.67,6
1072,1357.43,29,0,981.18,376.25,5
1073,2423.29,172,0,1413.6,1009.69,9
1074,3648.73,52,0,1930.93,1717.8,0
1075,9361.81,121,0,6114.06,3247.75,1
1076,7014.76,192,0,4189.27,2825.49,1
1077,5557.36,65,0,3223.31,2334.05,0
1078,6270.05,145,5,3169.74,3100.31,1
1079,9394.64,170,0,6434.81,2959.83,1
1080,429.49,53,15,293.94,135.55,3
1081,4550.27,148,0,2411.77,2138.5,2
1082,3505.51,50,0,2077.39,1428.12,0
1083,2623.71,119,15,1677.18,946.53,3
1084,2944.46,87,0,1686.19,1258.27,5
1085,2309.81,15,0,1790.1,519.71,5
1086,4202.84,112,0,2184.46,2018.38,2
1087,4981.72,14,20,3144.33,1837.39,8
1088,7806.14,191,0,6303.78,1502.36,7
1089,295.61,36,5,245.44,50.17,5
1090,1712.0,21,15,978.83,733.17,3
1091,2936.51,38,20,2375.23,561.28,3
1092,4149.06,90,0,2339.16,1809.9,0
1093,1099.18,92,0,903.48,195.7,5
1094,1463.33,73,0,1028.41,434.92,5
1095,1499.52,145,25,1168.75,330.77,3
1096,1038.72,17,0,687.11,351.61,5
1097,9582.15,104,20,6123.97,3458.18,8
1098,435.16,28,25,294.89,140.27,3
1099,8586.36,97,0,4681.3,3905.06,1
1100,5472.42,86,0,3094.91,2377.51,0
1101,6459.47,114,25,5097.36,1362.11,6
1102,2147.83,183,0,1262.12,885.71,9
1103,7951.85,19,0,6037.97,1913.88,4
1104,4416.22,154,10,2978.74,1437.48,2
1105,3707.25,9,0,3039.7,667.55,0
1106,1831.05,102,5,1544.75,286.3,9
1107,1837.52,84,0,1319.5,518.02,5
1108,6374.24,109,0,4009.13,2365.11,2
1109,3437.17,25,10,2313.97,1123.2,0
1110,6525.92,3,5,4072.94,2452.98,4
1111,9764.43,111,0,7463.25,2301.18,7
1112,5517.15,63,0,3580.91,1936.24,0
1113,4799.56,83,0,2543.57,2255.99,0
1114,2722.26,143,0,1708.34,1013.92,9
1115,9282.74,127,0,5022.22,4260.52,1
1116,4121.55,42,15,2396.24,1725.31,0
1117,4279.12,76,0,3178.71,1100.41,0
1118,1618.76,176,25,880.65,738.11,3
1119,3220.13,132,0,2049.8,1170.33,2
1120,5566.59,119,0,3602.48,1964.11,2
1121,4109.44,90,0,3457.47,651.97,0
1122,2617.57,129,0,1900.45,717.12,9
1123,4006.16,21,0,3374.97,631.19,0
1124,3040.56,24,0,2215.88,824.68,5
1125,8972.11,59,5,5916.38,3055.73,4
1126,4195.56,21,0,2135.6,2059.96,0
1127,1178.71,126,0,717.18,461.53,9
1128,2040.69,55,5,1440.58,600.11,5
1129,2054.58,157,0,1233.78,820.8,9
1130,4251.76,138,10,3238.65,1013.11,2
1131,4358.18,67,0,3362.55,995.63,0
1132,9597.3,100,25,5064.35,4532.95,8
1133,4926.09,135,15,4133.37,792.72,6
1134,2981.9,56,0,1842.83,1139.07,5
1135,6283.71,93,0,3987.14,2296.57,0
1136,4151.09,26,0,2214.14,1936.95,0
1137,3835.08,177,0,2342.38,1492.7,2
1138,402.15,22,0,297.81,104.34,5
1139,6981.4,149,0,4605.79,2375.61,7
1140,5175.76,116,25,3962.86,1212.9,6
1141,5113.19,140,0,3691.86,1421.33,2
1142,2897.7,62,25,1529.02,1368.68,3
1143,981.72,115,0,765.06,216.66,9
1144,7952.17,4,25,6590.11,1362.06,8
1145,783.25,140,5,439.75,343.5,9
1146,1166.61,186,25,663.63,502.98,3
1147,1608.01,112,0,1077.66,530.35,9
1148,4651.52,41,0,2578.63,2072.89,0
1149,703.61,45,0,513.2,190.41,5
1150,1629.27,119,15,825.71,803.56,3
1151,828.0,2,0,504.1,323.9,5
1152,1659.24,180,10,1192.98,466.26,9
1153,7180.89,175,20,4228.34,2952.55,6
1154,7149.89,124,25,5602.13,1547.76,6
1155,9356.26,21,0,6545.98,2810.28,4
1156,2400.9,111,0,1607.81,793.09,9
1157,1081.82,26,5,691.89,389.93,5
1158,7699.55,21,15,6507.33,1192.22,8
1159,9547.31,164,0,6775.71,2771.6,7
1160,883.25,106,25,720.97,162.28,3
1161,2638.07,89,0,1812.26,825.81,5
1162,8078.49,39,0,4922.15,3156.34,4
1163,543.38,184,0,433.22,110.16,9
1164,6942.82,5,0,4864.6,2078.22,4
1165,7446.63,67,0,4529.33,2917.3,4
1166,7825.6,24,0,5932.09,1893.51,4
1167,4626.78,11,0,2756.88,1869.9,0
1168,2871.29,94,15,1782.84,1088.45,3
1169,3014.4,82,0,2416.26,598.14,5
1170,9284.16,93,0,5438.06,3846.1,1
1171,8064.87,184,10,4682.13,3382.74,1
1172,9020.42,79,25,6666.69,2353.73,8
1173,2854.91,113,15,2396.79,458.12,3
1174,5912.03,57,0,4296.02,1616.01,0
1175,7090.89,116,0,5382.32,1708.57,7
1176,6897.07,100,0,5095.89,1801.18,7
1177,4538.91,65,0,2503.88,2035.03,0
1178,3984.54,116,0,3121.17,863.37,2
1179,2515.28,132,0,1546.29,968.99,9
1180,455.8,91,0,237.83,217.97,5
1181,5595.49,169,0,4573.63,1021.86,2
1182,3160.48,100,0,2097.16,1063.32,9
1183,1578.14,152,0,1013.83,564.31,9
1184,8886.5,100,0,6343.85,2542.65,7
1185,5147.91,28,15,3614.8,1533.11,0
1186,4597.48,158,0,2999.07,1598.41,2
1187,2947.78,185,5,1963.27,984.51,9
1188,2687.23,82,0,2044.38,642.85,5
1189,5524.82,34,15,3348.63,2176.19,0
1190,9475.17,113,10,6698.01,2777.16,7
1191,8529.4,140,10,6822.17,1707.23,7
1192,6334.27,168,10,3861.72,2472.55,6
1193,482.84,192,0,364.62,118.22,9
1194,1934.34,131,5,1463.75,470.59,9
1195,2609.56,102,25,1395.03,1214.53,3
1196,836.44,46,20,683.4,153.04,3
1197,9585.87,183,0,7103.8,2482.07,7
1198,267.45,28,10,173.29,94.16,5
1199,4754.65,95,0,3078.17,1676.48,0
1200,2205.5,108,0,1549.28,656.22,9
1201,8576.04,184,10,5033.3,3542.74,1
1202,6255.03,95,25,4991.87,1263.16,6
1203,8873.88,152,25,6555.55,2318.33,8
1204,7865.71,164,0,4190.64,3675.07,1
1205,2486.47,80,0,1981.79,504.68,5
1206,5416.68,152,15,3098.9,2317.78,6
1207,7634.19,182,10,5198.67,2435.52,7
1208,5509.3,31,0,4330.58,1178.72,0
1209,4651.61,146,0,3877.26,774.35,2
1210,8837.09,110,15,7252.08,1585.01,7
1211,6759.21,54,0,3752.21,3007.0,4
1212,9146.41,27,0,7663.36,1483.05,4
1213,2480.21,193,0,1531.56,948.65,9
1214,6751.12,185,25,3989.95,2761.17,6
1215,523.2,97,25,268.37,254.83,3
1216,870.05,111,10,676.53,193.52,9
1217,5482.45,81,0,3660.94,1821.51,0
1218,9684.61,115,0,6683.56,3001.05,1
1219,2419.82,13,10,1931.14,488.68,5
1220,2277.8,19,0,1376.93,900.87,5
1221,7355.96,22,0,5083.06,2272.9,4
1222,1472.83,199,20,1249.9,222.93,3
1223,8073.58,157,0,6073.01,2000.57,7
1224,310.19,191,0,205.57,104.62,9
1225,439.0,137,0,313.31,125.69,9
1226,9230.94,65,0,5403.81,3827.13,4
1227,1802.65,123,0,1035.15,767.5,9
1228,6158.74,187,15,3818.89,2339.85,6
1229,8165.93,140,0,6272.34,1893.59,7
1230,5775.99,149,0,3950.28,1825.71,2
1231,9592.82,6,0,6537.81,3055.01,4
1232,2064.42,186,0,1078.6,985.82,9
1233,9041.99,128,0,5803.44,3238.55,1
